﻿"﻿﻿﻿文件夹",文件名,控件名,控件文本,Key,控件路径,md5,文件路径,无效,无引用
crossworldboss,CrossWorldBossAvatarNode.csd,_leftTime,22秒,,/Node_platform/_nodeProgress/_leftTime,a9c95866c2b953b931a4781532c95eda,crossworldboss/CrossWorldBossAvatarNode.csd,1,
crossworldboss,CrossWorldBossPlayerAvatarNode.csd,_textOfficialName,玩家名称呵呵,,/_nodePlatform/_textOfficialName,731899039dffcb928fc9c5109b1e121d,crossworldboss/CrossWorldBossPlayerAvatarNode.csd,1,
crossworldboss,CrossWorldBossPlayerAvatarNode.csd,_textUserName,玩家名称呵呵,,/_nodePlatform/_textUserName,731899039dffcb928fc9c5109b1e121d,crossworldboss/CrossWorldBossPlayerAvatarNode.csd,1,
crossworldboss,CrossWorldBossRankCell.csd,Text_total_point,个人积分：,,/_resourceNode/_nodePersonal/Text_total_point,1b89ab4bf273269bb9464619a4437096,crossworldboss/CrossWorldBossRankCell.csd,,
crossworldboss,CrossWorldBossRankCell.csd,_textGuildName,SkY白虎,,/_resourceNode/_nodeGuild/_textGuildName,1b89ab4bf273269bb9464619a4437096,crossworldboss/CrossWorldBossRankCell.csd,1,
crossworldboss,CrossWorldBossRankCell.csd,Text_people,人数：,,/_resourceNode/_nodeGuild/Text_people,1b89ab4bf273269bb9464619a4437096,crossworldboss/CrossWorldBossRankCell.csd,,
crossworldboss,CrossWorldBossRankCell.csd,_textGuildPoint,5622万,,/_resourceNode/_nodeGuild/_textGuildPoint,1b89ab4bf273269bb9464619a4437096,crossworldboss/CrossWorldBossRankCell.csd,1,
crossworldboss,CrossWorldBossRankCell.csd,Text_total_point,总积分：,,/_resourceNode/_nodeGuild/Text_total_point,1b89ab4bf273269bb9464619a4437096,crossworldboss/CrossWorldBossRankCell.csd,,
crossworldboss,CrossWorldBossRankNode.csd,Text_guild_rank_des_0,积分排名,editor.guildDungeon.5,/Panel_bk/_nodeContent/_panelBase/Text_guild_rank_des_0,3e7cd4ad0a613b906aa67deb05936f9a,crossworldboss/CrossWorldBossRankNode.csd,,
crossworldboss,CrossWorldBossRankNode.csd,Text_total_point,军团积分,editor.worldBoss.6,/Panel_bk/_nodeContent/_panelBase/_panelGuildRank/Text_total_point,3e7cd4ad0a613b906aa67deb05936f9a,crossworldboss/CrossWorldBossRankNode.csd,,
crossworldboss,CrossWorldBossRankNode.csd,Text_total_point_0,个人积分,editor.worldBoss.7,/Panel_bk/_nodeContent/_panelBase/_panelPersonalRank/Text_total_point_0,3e7cd4ad0a613b906aa67deb05936f9a,crossworldboss/CrossWorldBossRankNode.csd,,
crossworldboss,CrossWorldBossRankNode.csd,Text_guild_rank_des,主公尚未加入军团,editor.worldBoss.3,/Panel_bk/_nodeContent/_panelBase/_panelNoGuild/Text_guild_rank_des,3e7cd4ad0a613b906aa67deb05936f9a,crossworldboss/CrossWorldBossRankNode.csd,,
crossworldboss,CrossWorldBossRankNode.csd,_name1,军团,editor.guildAnswer.8,/Panel_bk/_nodeContent/_panelBase/_panelTab/_name1,3e7cd4ad0a613b906aa67deb05936f9a,crossworldboss/CrossWorldBossRankNode.csd,,
crossworldboss,CrossWorldBossRankNode.csd,_name2,个人,,/Panel_bk/_nodeContent/_panelBase/_panelTab/_name2,3e7cd4ad0a613b906aa67deb05936f9a,crossworldboss/CrossWorldBossRankNode.csd,,
crossworldboss,CrossWorldBossView.csd,_textBtnLeft,剩余3次,,/_panelDesign/_leftBtnDes/_leftBtnContent/_textBtnLeft,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,1,
crossworldboss,CrossWorldBossView.csd,_textBtnRight,剩余3次,,/_panelDesign/_rightBtnDes/_rightBtnContent/_textBtnRight,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,1,
crossworldboss,CrossWorldBossView.csd,_textBeginTimeDesc,活动开始倒计时：,,/_panelDesign/_notBeginCountdown/_textBeginTimeDesc,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,,
crossworldboss,CrossWorldBossView.csd,_textBossName,巾帼周姬,,/_panelDesign/_nodeProcess/_textBossName,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,1,
crossworldboss,CrossWorldBossView.csd,_textTimeDesc,活动结束倒计时：,,/_panelDesign/_nodeProcess/_textTimeDesc,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,1,
crossworldboss,CrossWorldBossView.csd,_nextTips,下场BOSS即将来临,,/_panelDesign/_nodeTips/_nextTips,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,,
crossworldboss,CrossWorldBossView.csd,Text_58,破招阵营,,/_panelDesign/_nodeTips/_campInfo/Text_58,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,,
crossworldboss,CrossWorldBossView.csd,Text_58_0,我的阵营,,/_panelDesign/_nodeTips/_campInfo/Text_58_0,21f6f7cff74ff2ad4228777809c48605,crossworldboss/CrossWorldBossView.csd,,
crossworldboss,PopupCrossWorldBossRobCell.csd,_textCondition,"积分： ",editor.worldBoss.4,/_resourceNode/_textCondition,f840c03ac168bfda0a0541ddac99c608,crossworldboss/PopupCrossWorldBossRobCell.csd,,
crossworldboss,PopupCrossWorldBossRobCell.csd,_playerName,玩家名字七个字,,/_resourceNode/Node_rank/_playerName,f840c03ac168bfda0a0541ddac99c608,crossworldboss/PopupCrossWorldBossRobCell.csd,1,
crossworldboss,PopupCrossWorldBossRobCell.csd,_textGuildName,三生三世十里,,/_resourceNode/Node_rank/_textGuildName,f840c03ac168bfda0a0541ddac99c608,crossworldboss/PopupCrossWorldBossRobCell.csd,1,
crossworldboss,PopupCrossWorldBossSign.csd,_labelCountdown,00:00:00后开启,,/_resourceNode/_panelDesign/_labelCountdown,649e8f0082e3859d3e48658c768b9f27,crossworldboss/PopupCrossWorldBossSign.csd,1,
crossworldboss,PopupCrossWorldBossSign.csd,_nextTips,下场BOSS即将来临,,/_resourceNode/_panelDesign/_nodeTips/_nextTips,649e8f0082e3859d3e48658c768b9f27,crossworldboss/PopupCrossWorldBossSign.csd,,
crossworldboss,PopupCrossWorldBossSign.csd,Text_58,破招阵营,,/_resourceNode/_panelDesign/_nodeTips/_campInfo/Text_58,649e8f0082e3859d3e48658c768b9f27,crossworldboss/PopupCrossWorldBossSign.csd,,
crossworldboss,PopupCrossWorldBossSign.csd,Text_58_0,我的阵营,,/_resourceNode/_panelDesign/_nodeTips/_campInfo/Text_58_0,649e8f0082e3859d3e48658c768b9f27,crossworldboss/PopupCrossWorldBossSign.csd,,
crossworldboss,PopupCrossWorldBossSign.csd,Text_45,本军团参与人数越多奖励越丰富！,,/_resourceNode/_panelDesign/_nodeReward/Image_145/Text_45,649e8f0082e3859d3e48658c768b9f27,crossworldboss/PopupCrossWorldBossSign.csd,,
customactivity,CustomActivityRechargeTaskItemCell.csd,_textDiscount,5.5折,,/_resourceNode/_imageDiscount/_textDiscount,f0871bbd08d4e8bd2c30c561d7760228,customactivity/CustomActivityRechargeTaskItemCell.csd,1,
customactivity,CustomActivityTenJadeAuction.csd,_textTimeTitle,距离开抢还有：,,/ResourceNode/_textTimeTitle,0d2c9e661c31e3222e56da32ff97980f,customactivity/CustomActivityTenJadeAuction.csd,1,
gachaDrawGoldHero,GachaDrawHeroView.csd,Text_18_0,拥有,editor.gachaDrawGoldHero.1,/_panelDesign/_nodeItem2/Text_18_0,a3d04712eb8018b33a7749bf34e4b12b,gachaDrawGoldHero/GachaDrawHeroView.csd,,
gachaGoldHero,JoyAwardsCell.csd,_textIconName1,子上,,/_resource/_item1/_textIconName1,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup1,20组,,/_resource/_item1/Image_71/_textGroup1,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textIconName2,子上,,/_resource/_item2/_textIconName2,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup2,20组,,/_resource/_item2/Image_71/_textGroup2,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textIconName3,子上,,/_resource/_item3/_textIconName3,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup3,20组,,/_resource/_item3/Image_71/_textGroup3,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textIconName4,子上,,/_resource/_item4/_textIconName4,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup4,20组,,/_resource/_item4/Image_71/_textGroup4,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textIconName5,子上,,/_resource/_item5/_textIconName5,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup5,20组,,/_resource/_item5/Image_71/_textGroup5,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textIconName6,子上,,/_resource/_item6/_textIconName6,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup6,20组,,/_resource/_item6/Image_71/_textGroup6,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textIconName7,子上,,/_resource/_item7/_textIconName7,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
gachaGoldHero,JoyAwardsCell.csd,_textGroup7,20组,,/_resource/_item7/Image_71/_textGroup7,20fae1b114cf9a728ffa682df7742e39,gachaGoldHero/JoyAwardsCell.csd,1,
grainCar,GrainCarAttackLeftPanel.csd,_playerName,毒嘴大猪蹄子,,/_ownPanel/_playerName,4ea0120c20a768ded9b287f7a998bf42,grainCar/GrainCarAttackLeftPanel.csd,1,
grainCar,GrainCarAttackRightPanel.csd,_guildName,牛逼军团名字,,/_resource/_guildName,ed955a605d2b720d853a9deaa62b28b9,grainCar/GrainCarAttackRightPanel.csd,1,
grainCar,GrainCarInfoNode.csd,_titleHp,耐久度：,editor.grainCar.4,/_bgTrain/_titleHp,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,,
grainCar,GrainCarInfoNode.csd,_titleLevel1,捐献人数：,,/_bgTrain/_titleLevel1,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,,
grainCar,GrainCarInfoNode.csd,_tipLevel1,需要5名军团成员捐献才可升级至粮车,,/_bgTrain/_tipLevel1,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,,
grainCar,GrainCarInfoNode.csd,_tipLevel1Once,（当前阶段只可捐献1次）,,/_bgTrain/_tipLevel1Once,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,,
grainCar,GrainCarInfoNode.csd,_tipRunTime,主公您所在的军团不符合发车条件,editor.grainCar.6,/_bgTrain/_tipRunTime,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,,
grainCar,GrainCarInfoNode.csd,titleAbility,特  性：,editor.grainCar.5,/_bgTrain/_nodeAbility/titleAbility,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,,
grainCar,GrainCarInfoNode.csd,_labelAbility,在每个矿点休整时间减少20%,,/_bgTrain/_nodeAbility/_labelAbility,074206968c72cfbf121407b503fa69f2,grainCar/GrainCarInfoNode.csd,1,
grainCar,GrainCarRewardPreviewNode.csd,Text_45,进行捐献可获得拍卖分红！,,/Image_145/Text_45,d5000f25421113d52429591141f0b6a1,grainCar/GrainCarRewardPreviewNode.csd,,1
grainCar,GrainCarRoutePoint.csd,_routeName,长安,,/_routeName,932f1318ebf168776aab2d3fe06d0081,grainCar/GrainCarRoutePoint.csd,1,
grainCar,GrainCarRouteProgress.csd,_labelStart,路线,editor.grainCar.1,/_labelStart,535bd5cade1b3e086d6428d2ad0f8db3,grainCar/GrainCarRouteProgress.csd,,
grainCar,GrainCarRouteProgress.csd,_labelEnd,终点,editor.grainCar.2,/_labelEnd,535bd5cade1b3e086d6428d2ad0f8db3,grainCar/GrainCarRouteProgress.csd,,
grainCar,GrainCarRunAvatar.csd,_guildName,牛逼军团名字,,/_nodeTitle/_guildName,7f1bdeea4dbefe47eb1e830d853e924f,grainCar/GrainCarRunAvatar.csd,1,
grainCar,PopupGrainCar.csd,Text_18,消耗：,editor.moneytree.2,/nodeMove/Text_18,41c0c0e4a768bee4b1058441bb253549,grainCar/PopupGrainCar.csd,,
grainCar,PopupGrainCarAvatar.csd,_guildName2,牛逼军团名字,,/_nodeFlag/_guildName2,563577afc5642bef5fea6a8f4833fea7,grainCar/PopupGrainCarAvatar.csd,1,
grainCar,PopupGrainCarAvatar.csd,_guildName,牛逼军团名字,,/_nodeTitle/_guildName,563577afc5642bef5fea6a8f4833fea7,grainCar/PopupGrainCarAvatar.csd,1,
grainCar,PopupGrainCarDetail.csd,_textGuildName,隔岸观火,,/Panel_1/ImageGuildBG/_textGuildName,b6b1bd7686eb3ce7a12837440fccb343,grainCar/PopupGrainCarDetail.csd,1,
grainCar,PopupGrainCarDetailAvatar.csd,_guildName,狗托,,/_nodeFlag/_guildName,47941df9e4c9b59554f8288c4049287b,grainCar/PopupGrainCarDetailAvatar.csd,1,
grainCar,PopupGrainCarDonate.csd,_tips,活动期间无法再为本军团粮车进行升级,,/_tips,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarDonate.csd,_donateCount,至少需要5名成员进行捐献才能发车，当前捐献人数：,,/_donateCount,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarDonate.csd,costTitle_0,*进行过捐献的玩家才能获得活动奖励,editor.grainCar.3,/_nodeDonate/costTitle_0,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,,
grainCar,PopupGrainCarDonate.csd,costTitle,消耗：,editor.moneytree.2,/_nodeDonate/nodeCost/costTitle,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,,
grainCar,PopupGrainCarDonate.csd,_titleOpenTime,活动开始倒计时：,,/nodeTitle/_nodeTime/_titleOpenTime,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,,
grainCar,PopupGrainCarDonate.csd,_textShare,仅管理,,/nodeTitle/_nodeRouteConfig/_textShare,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarDonate.csd,titleShare,路线可见：,,/nodeTitle/_nodeRouteConfig/titleShare,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarDonate.csd,btnShareTitle,分享,,/nodeTitle/_nodeRouteConfig/_btnShare/btnShareTitle,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarDonate.csd,_labelAdmin,仅管理,,/nodeTitle/_nodeRouteConfig/_checkBoxAdmin/_labelAdmin,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarDonate.csd,_labelAll,全军团,,/nodeTitle/_nodeRouteConfig/_checkBoxAll/_labelAll,1e42423983959b61637deb99b9ff66ee,grainCar/PopupGrainCarDonate.csd,1,
grainCar,PopupGrainCarGuildSelectorCell.csd,_guildName,牛逼军团名字,,/_resourceNode/_guildName,f643d928e29091fba6ae336836bb7041,grainCar/PopupGrainCarGuildSelectorCell.csd,1,
grainCar,PopupGrainCarRobber.csd,_textUserName,萨其马,,/_nodeInfo/_textUserName,6386826aab4d369040a8aff3b76996d7,grainCar/PopupGrainCarRobber.csd,1,
guild,PopupGuildFlagSetting.csd,_labelDes,由跨服BOSS排行第一获得,,/_labelDes,d0a587dac5bd5d3b8310df6181e0edd4,guild/PopupGuildFlagSetting.csd,1,
guild,PopupGuildFlagSetting.csd,_labelDes1,使用期限:,editor.playerDetail.19,/_labelDes1,d0a587dac5bd5d3b8310df6181e0edd4,guild/PopupGuildFlagSetting.csd,,
guild,PopupGuildFlagSetting.csd,_labelTime,永久使用,,/_labelTime,d0a587dac5bd5d3b8310df6181e0edd4,guild/PopupGuildFlagSetting.csd,1,
guild,PopupGuildFlagSetting.csd,_flagName,名字,editor.horse.4,/_flagName,d0a587dac5bd5d3b8310df6181e0edd4,guild/PopupGuildFlagSetting.csd,1,
guildCrossWar,EnemyListCell.csd,_textName,散人联盟,,/_resourceNode/_textName,817883babc1bc2c77986454ba4cdb160,guildCrossWar/EnemyListCell.csd,1,
guildCrossWar,EnemyListCell.csd,_textPower,1982万,,/_resourceNode/_textPower,817883babc1bc2c77986454ba4cdb160,guildCrossWar/EnemyListCell.csd,1,
guildCrossWar,EnemyListCell.csd,_textCityHpTitle,当前耐久：,,/_resourceNode/_textCityHpTitle,817883babc1bc2c77986454ba4cdb160,guildCrossWar/EnemyListCell.csd,1,
guildCrossWar,EnemyListView.csd,_textCdTitle,攻击冷却时间：,editor.guildwarbattle.9,/_resource/_textCdTitle,3c9e0c81c690d35c3656ae1c110e4a77,guildCrossWar/EnemyListView.csd,,
guildCrossWar,EnemyListView.csd,_textCityHpTitle,当前耐久：,,/_resource/_cityNode/_textCityHpTitle,3c9e0c81c690d35c3656ae1c110e4a77,guildCrossWar/EnemyListView.csd,1,
guildCrossWar,ObserveCell.csd,_txtName,三生三世大蜜蜜,,/_resource/_btnItem/_txtName,86be62f1655d023fe6ccd8017096a720,guildCrossWar/ObserveCell.csd,1,
guildCrossWar,PopupCampView.csd,Text_96,当前驻扎军团,editor.guildCrossWar.9,/_panelBg/Text_96,66f866e00ab0e9c2f7124489707eca0c,guildCrossWar/PopupCampView.csd,,
guildCrossWar,PopupCampView.csd,Text_96_0,请选择军团驻扎据点，驻扎成功后，将无法更换据点,editor.guildCrossWar.11,/_panelBg/Text_96_0,66f866e00ab0e9c2f7124489707eca0c,guildCrossWar/PopupCampView.csd,,
guildCrossWar,PopupCampView.csd,TextGuildName,无,editor.guildCrossWar.10,/_panelBg/TextGuildName,66f866e00ab0e9c2f7124489707eca0c,guildCrossWar/PopupCampView.csd,,
guildCrossWar,WarringLeftPanel.csd,_playerName,毒嘴大猪蹄子,,/_resource/_playerName,16efd07472fc225eead4175b16642fa4,guildCrossWar/WarringLeftPanel.csd,1,
