﻿﻿﻿文件夹,文件名,控件名,控件文本,Key,控件路径,md5,文件路径
sell,PopupSellFragmentCell.csd,des2Title1,出售获得：,editor.sell.1,/_resourceNode/_item1/_line21/des2Title1,c80dd4958f3d5ba38aa524d0a06bccd3,sell/PopupSellFragmentCell.csd
sell,PopupSellFragmentCell.csd,des2Title2,出售获得：,editor.sell.1,/_resourceNode/_item2/_line22/des2Title2,c80dd4958f3d5ba38aa524d0a06bccd3,sell/PopupSellFragmentCell.csd
fight,PopupStatisticsCell.csd,name,玩家名称真的长+3,,/_panelBase/_panel1/name,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel1/PanelFeature/FeatureBG1/TextFeature,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel1/PanelFeature/FeatureBG1/TextCount,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel1/PanelFeature/FeatureBG2/TextFeature,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel1/PanelFeature/FeatureBG2/TextCount,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel1/PanelFeature/FeatureBG3/TextFeature,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel1/PanelFeature/FeatureBG3/TextCount,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,name,玩家名称真的长+3,,/_panelBase/_panel2/name,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel2/PanelFeature/FeatureBG3/TextFeature,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel2/PanelFeature/FeatureBG3/TextCount,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel2/PanelFeature/FeatureBG2/TextFeature,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel2/PanelFeature/FeatureBG2/TextCount,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel2/PanelFeature/FeatureBG1/TextFeature,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel2/PanelFeature/FeatureBG1/TextCount,58e59d25b05bd65c50d52d3e5a567123,fight/PopupStatisticsCell.csd
fight,FightUIOld.csd,_textRound,回合：1/10,,/_panelFight/_textRound,0d080754946372319e6a0fc4dd955e83,fight/FightUIOld.csd
fight,FightUI.csd,Round,回合：,editor.fight.1,/_nodeRight/Round,8b2f69a52b2a28f7724417d2b076d456,fight/FightUI.csd
seasonShop,SeasonShopView.csd,_textTitle,道  具,,/Node_Mid/_textTitle,3c6c7c3097f167e45ebb24b2eae868f7,seasonShop/SeasonShopView.csd
friend,PopupFriendApply.csd,Text_6_0,玩家昵称,editor.friend.1,/_resourceNode/_imageRoot/Text_6_0,b1cd1a9c0cdd96a70f288e4b444cbeae,friend/PopupFriendApply.csd
friend,PopupFriendApply.csd,Text_6_1,等级,editor.friend.2,/_resourceNode/_imageRoot/Text_6_1,b1cd1a9c0cdd96a70f288e4b444cbeae,friend/PopupFriendApply.csd
friend,PopupFriendApply.csd,Text_6_2,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_2,b1cd1a9c0cdd96a70f288e4b444cbeae,friend/PopupFriendApply.csd
friend,PopupFriendApply.csd,Text_6_2_3,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2_3,b1cd1a9c0cdd96a70f288e4b444cbeae,friend/PopupFriendApply.csd
friend,FriendEnemyLogCell.csd,_timeStr,11月20日,,/_panel/_tiembg/_timeStr,3ad9095e5efc774d1f339159eb6ca622,friend/FriendEnemyLogCell.csd
friend,FriendList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,cf0c18f2dfffe0fd557dfe60373505ca,friend/FriendList.csd
friend,FriendList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,cf0c18f2dfffe0fd557dfe60373505ca,friend/FriendList.csd
friend,FriendList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,cf0c18f2dfffe0fd557dfe60373505ca,friend/FriendList.csd
friend,FriendBlackList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,d36d7cbe658962d9c5846aa719d7f00f,friend/FriendBlackList.csd
friend,FriendBlackList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,d36d7cbe658962d9c5846aa719d7f00f,friend/FriendBlackList.csd
friend,FriendBlackList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,d36d7cbe658962d9c5846aa719d7f00f,friend/FriendBlackList.csd
friend,FriendEnergyList.csd,Text_1,今日已领取次数：,editor.friend.5,/_resourceNode/Text_1,ae2312ebace6ba676a2a399047eb87bc,friend/FriendEnergyList.csd
friend,FriendEnergyList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,ae2312ebace6ba676a2a399047eb87bc,friend/FriendEnergyList.csd
friend,FriendEnergyList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,ae2312ebace6ba676a2a399047eb87bc,friend/FriendEnergyList.csd
friend,FriendEnergyList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,ae2312ebace6ba676a2a399047eb87bc,friend/FriendEnergyList.csd
friend,FriendApplyCell.csd,_guildName,巴啦啦啦小魔仙,,/_resourceNode/_guildName,3d569f5aba0ab7213fad9a81ec4db080,friend/FriendApplyCell.csd
friend,FriendApplyCell.csd,_stateText,离线1分钟,,/_resourceNode/_stateText,3d569f5aba0ab7213fad9a81ec4db080,friend/FriendApplyCell.csd
friend,FriendEnemyList.csd,Text_1,今日已复仇次数：,editor.friend.6,/_resourceNode/Text_1,d3a69327dd2c05378af340ebae84923a,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,d3a69327dd2c05378af340ebae84923a,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,d3a69327dd2c05378af340ebae84923a,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,d3a69327dd2c05378af340ebae84923a,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_2_0,矿区,editor.friend.7,/_resourceNode/_imageRoot/Text_6_2_0,d3a69327dd2c05378af340ebae84923a,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_2_0_0,仇恨值,editor.friend.8,/_resourceNode/_imageRoot/Text_6_2_0_0,d3a69327dd2c05378af340ebae84923a,friend/FriendEnemyList.csd
friend,PopupFriendSuggest.csd,Text_6_0,玩家昵称,editor.friend.1,/_resourceNode/_imageRoot/Text_6_0,baf6abca206e32a858d9d32c70d1f2e9,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_1,等级,editor.friend.2,/_resourceNode/_imageRoot/Text_6_1,baf6abca206e32a858d9d32c70d1f2e9,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_2,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_2,baf6abca206e32a858d9d32c70d1f2e9,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_2_3,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2_3,baf6abca206e32a858d9d32c70d1f2e9,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_2_3_0,状态,editor.friend.9,/_resourceNode/_imageRoot/Text_6_2_3_0,baf6abca206e32a858d9d32c70d1f2e9,friend/PopupFriendSuggest.csd
friend,FriendListViewCell.csd,_stateText,在线,editor.friend.10,/_resourceNode/_stateText,ea7f8e3e6864bd827d622ccbc52b370f,friend/FriendListViewCell.csd
friend,FriendListViewCell.csd,_guildName,军团名字,,/_resourceNode/_guildName,ea7f8e3e6864bd827d622ccbc52b370f,friend/FriendListViewCell.csd
friend,FriendSuggestCell.csd,_guildName,巴啦啦啦小魔仙,,/_resourceNode/_guildName,34bfacba670f97f5127408d5fb479e47,friend/FriendSuggestCell.csd
friend,FriendSuggestCell.csd,_stateText,离线1分钟,,/_resourceNode/_stateText,34bfacba670f97f5127408d5fb479e47,friend/FriendSuggestCell.csd
friend,FriendEnemyListViewCell.csd,_stateText,在线,editor.friend.10,/_resourceNode/_stateText,7505b28484229e1bb2b1d923e3d9e287,friend/FriendEnemyListViewCell.csd
friend,FriendEnemyListViewCell.csd,_guildName,军团名字,,/_resourceNode/_guildName,7505b28484229e1bb2b1d923e3d9e287,friend/FriendEnemyListViewCell.csd
friend,FriendEnemyListViewCell.csd,_mineName,军团,editor.guildAnswer.8,/_resourceNode/_mineName,7505b28484229e1bb2b1d923e3d9e287,friend/FriendEnemyListViewCell.csd
vip,VipPrivilegeView.csd,Text_gift_label,特权,editor.vip.1,/_resourceNode/Node_privilege_title/Text_gift_label,d94823fc266f8405ae18e28edd3c978e,vip/VipPrivilegeView.csd
vip,VipRechargeCell.csd,Text_send_value,首充赠60元宝,,/ItemInfo/Text_send_value,2496ed5ba56526ee87c2d69c3c504f8b,vip/VipRechargeCell.csd
vip,VipRechargeCell.csd,Text_rmb,￥,editor.vip.2,/ItemInfo/Panel_bottom/Text_rmb,2496ed5ba56526ee87c2d69c3c504f8b,vip/VipRechargeCell.csd
vip,VipPrivilegeCell.csd,TextDot,●,editor.vip.3,/_resourceNode/TextDot,bd03bae4f3fb71a7b7b96350e679a67f,vip/VipPrivilegeCell.csd
vip,VipPrivilegeCell.csd,_textTitle,【体力丹】 ,,/_resourceNode/_textTitle,bd03bae4f3fb71a7b7b96350e679a67f,vip/VipPrivilegeCell.csd
vip,VipPrivilegeCell.csd,_textDesc,每天可重置主线6次,,/_resourceNode/_textDesc,bd03bae4f3fb71a7b7b96350e679a67f,vip/VipPrivilegeCell.csd
vip,PopupVip.csd,Text_1,适度娱乐，理性消费,editor.vip.4,/Panel_1/Text_1,8cfdc88f04220260214a40ba841710e3,vip/PopupVip.csd
vip,PopupVip.csd,Text_level_full,您的名将等级已满,,/Panel_1/NodeInfo/Text_level_full,8cfdc88f04220260214a40ba841710e3,vip/PopupVip.csd,,
vip,PopupVip.csd,Text_next_gold_value,再充值60元宝即可升为,,/Panel_1/NodeInfo/Node_level_not_full/Text_next_gold_value,8cfdc88f04220260214a40ba841710e3,vip/PopupVip.csd
vip,VipGiftPkgNode.csd,GiftPkgName,VIP9礼包：,,/GiftPkgName,756064560c836bee5f45055494801b39,vip/VipGiftPkgNode.csd
drawCard,DrawEffectLayer.csd,_textGetDetail,恭喜获得某某某 x2,,/_panelBase/Node_MiddleTop/_textGetDetail,c39951ae430c0f3e794c028d4e0b29f3,drawCard/DrawEffectLayer.csd
drawCard,DrawCardCashCell.csd,TextCountDown,再抽10次必送橙将,,/TextCountDown,ec6767a7151da8a2d5dea83b53c3b23b,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextNotice,(凌晨4点重置免费次数),editor.drawCard.1,/TextNotice,ec6767a7151da8a2d5dea83b53c3b23b,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextGold,够吗100银两送一个武将,,/TextGold,ec6767a7151da8a2d5dea83b53c3b23b,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextBanshuCount,今日剩余次数：10,,/TextBanshuCount,ec6767a7151da8a2d5dea83b53c3b23b,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextFree,免 费,editor.drawCard.2,/BtnDraw/TextFree,ec6767a7151da8a2d5dea83b53c3b23b,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashTenCell.csd,TextCountDown,两次十连必出橙将,,/TextCountDown,d8fa0e231430781eabfe9356ab780dd9,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardCashTenCell.csd,TextBanshuCount,今日剩余次数：10,,/TextBanshuCount,d8fa0e231430781eabfe9356ab780dd9,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardCashTenCell.csd,TextGold,够吗100银两送一个武将,,/TextGold,d8fa0e231430781eabfe9356ab780dd9,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardCashTenCell.csd,TextFree,免 费,editor.drawCard.2,/BtnDraw/TextFree,d8fa0e231430781eabfe9356ab780dd9,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardMoneyCell.csd,TextCountDown,00:05:30后免费,,/TextCountDown,c69a20aa2038f1d612e7b1e53a55b108,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardMoneyCell.csd,TextBanshuCount,今日剩余次数：10,,/TextBanshuCount,c69a20aa2038f1d612e7b1e53a55b108,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardMoneyCell.csd,TextGold,够吗100银两送一个武将,,/TextGold,c69a20aa2038f1d612e7b1e53a55b108,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardMoneyCell.csd,TextFree,免 费,editor.drawCard.2,/BtnDraw/TextFree,c69a20aa2038f1d612e7b1e53a55b108,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardView.csd,Text_Point,招募积分,editor.drawCard.3,/_panelDesign/Panel_Point/Text_Point,576de7f4c8ea064e11a6d6b8c3d286b7,drawCard/DrawCardView.csd
drawCard,PopupDrawEffect.csd,_textGetDetail,恭喜获得某某某 x2,,/_panelBase/_textGetDetail,22ad81846e48754d44c21646b6ed5242,drawCard/PopupDrawEffect.csd
drawCard,DrawCardScoreIntroLayer.csd,TextInfo,"1.战将招募增加5点招募积分
2.名将招募增加10点招募积分
3.名将十连增加100点招募积分",editor.drawCard.4,/_panelBase/_panelDesign/ImageBG/TextInfo,bc6c9c4e33ee481b3f648a4730063c21,drawCard/DrawCardScoreIntroLayer.csd
auction,AuctionItemCell.csd,_textItemName,护心镜,,/_resourceNode/_textItemName,2b2904a6a0242f6d471711f930c8ff67,auction/AuctionItemCell.csd
auction,AuctionItemCell.csd,_textTimeDesc,起拍,,/_resourceNode/_textTimeDesc,2b2904a6a0242f6d471711f930c8ff67,auction/AuctionItemCell.csd
auction,PopupAuctionLog.csd,titleTime,成交时间,editor.auction.1,/_panelBase/_titleBG/titleTime,e3ccf68c9891d02823e639c0193ce3b3,auction/PopupAuctionLog.csd
auction,PopupAuctionLog.csd,titleName,拍卖品,editor.auction.2,/_panelBase/_titleBG/titleName,e3ccf68c9891d02823e639c0193ce3b3,auction/PopupAuctionLog.csd
auction,PopupAuctionLog.csd,titlePrice,成交价,editor.auction.3,/_panelBase/_titleBG/titlePrice,e3ccf68c9891d02823e639c0193ce3b3,auction/PopupAuctionLog.csd
auction,AuctionView.csd,Text_6_0,物品名称,editor.auction.4,/_panelBk/NodeMid/Image_title_bg1/Text_6_0,cbac0ecd2963b4c8cac1949150f26b40,auction/AuctionView.csd
auction,AuctionView.csd,Text_6_1,当前竞价,editor.auction.5,/_panelBk/NodeMid/Image_title_bg1/Text_6_1,cbac0ecd2963b4c8cac1949150f26b40,auction/AuctionView.csd
auction,AuctionView.csd,Text_6_2,一口价,editor.auction.6,/_panelBk/NodeMid/Image_title_bg1/Text_6_2,cbac0ecd2963b4c8cac1949150f26b40,auction/AuctionView.csd
auction,AuctionView.csd,Text_6_2_3,剩余时间,editor.auction.7,/_panelBk/NodeMid/Image_title_bg1/Text_6_2_3,cbac0ecd2963b4c8cac1949150f26b40,auction/AuctionView.csd
auction,AuctionView.csd,_textAuctionNoShare,未参与本次活动，不参与分红,,/_panelBk/NodeMid/_nodeInfo/_textAuctionNoShare,cbac0ecd2963b4c8cac1949150f26b40,auction/AuctionView.csd
auction,AuctionView.csd,_textAuctionShare,本次拍卖人均分红：,editor.auction.8,/_panelBk/NodeMid/_nodeInfo/_commonRes/_textAuctionShare,cbac0ecd2963b4c8cac1949150f26b40,auction/AuctionView.csd
auction,PopupAuctionLogCell.csd,_textTime,昨日 21:30,,/_resourceNode/_textTime,c3cd677074f96dc716480e3646ed5e83,auction/PopupAuctionLogCell.csd
auction,PopupAuctionLogCell.csd,_textItemName,燃烧歌贼燃烧,,/_resourceNode/_textItemName,c3cd677074f96dc716480e3646ed5e83,auction/PopupAuctionLogCell.csd
auction,PopupAuctionLogCell.csd,_textPayDesc,竞拍价,,/_resourceNode/_textPayDesc,c3cd677074f96dc716480e3646ed5e83,auction/PopupAuctionLogCell.csd
tutorial,TutorialTipContentNode.csd,Text_words,"哈哈哈哈哈哈哈,哈哈哈哈哈哈哈
",,/Node_root_left/Text_words,11e356ec033da70e8ebd81d8ab20f62d,tutorial/TutorialTipContentNode.csd
tutorial,TutorialTipContentNode.csd,Text_words,"哈哈哈哈哈哈哈,哈哈哈哈哈哈哈
",,/Node_root_fight/Text_words,11e356ec033da70e8ebd81d8ab20f62d,tutorial/TutorialTipContentNode.csd
achievement,AchievementItemCell.csd,_textItemName,武将招募,,/_resourceNode/_textItemName,159fb8bc20c77fced6868aefb683f308,achievement/AchievementItemCell.csd
achievement,AchievementItemCell.csd,_textDesc,(曹仁，曹操，曹植，同时上阵）,,/_resourceNode/_textDesc,159fb8bc20c77fced6868aefb683f308,achievement/AchievementItemCell.csd
achievement,AchievementItemCell.csd,Text_ResName,奖励：,editor.achievement.1,/_resourceNode/Node_reward/Text_ResName,159fb8bc20c77fced6868aefb683f308,achievement/AchievementItemCell.csd
achievement,AchievementItemCell.csd,Text_ResName_0,活跃：,editor.achievement.2,/_resourceNode/Node_daily/Text_ResName_0,159fb8bc20c77fced6868aefb683f308,achievement/AchievementItemCell.csd
achievement,DailyMissionActiviyValue.csd,TextName,当前活跃,editor.achievement.3,/_panelCon/Image_3/TextName,87043b6119301efdd75382125ed0314c,achievement/DailyMissionActiviyValue.csd
achievement,DailyMissionActiviyValue.csd,Text_activity,20活跃,,/_panelCon/Node_Activity1/Text_activity,87043b6119301efdd75382125ed0314c,achievement/DailyMissionActiviyValue.csd
achievement,DailyMissionActiviyValue.csd,Text_activity,20活跃,,/_panelCon/Node_Activity2/Text_activity,87043b6119301efdd75382125ed0314c,achievement/DailyMissionActiviyValue.csd
achievement,DailyMissionActiviyValue.csd,Text_activity,20活跃,,/_panelCon/Node_Activity3/Text_activity,87043b6119301efdd75382125ed0314c,achievement/DailyMissionActiviyValue.csd
achievement,DailyMissionActiviyValue.csd,Text_activity,20活跃,,/_panelCon/Node_Activity4/Text_activity,87043b6119301efdd75382125ed0314c,achievement/DailyMissionActiviyValue.csd
achievement,DailyMissionActiviyValue.csd,Text_activity,20活跃,,/_panelCon/Node_Activity5/Text_activity,87043b6119301efdd75382125ed0314c,achievement/DailyMissionActiviyValue.csd
achievement,DailyActivityHintCell.csd,_openTime1,周六周天,,/_resourceNode/Node_7/_openTime1,42782441517fa054efa0a9aa54efd827,achievement/DailyActivityHintCell.csd
achievement,DailyActivityHintCell.csd,_openTime2,开启,,/_resourceNode/Node_7/_openTime2,42782441517fa054efa0a9aa54efd827,achievement/DailyActivityHintCell.csd
achievement,DailyActivityHintCell.csd,_title,军团答题,,/_resourceNode/Node_7/_title,42782441517fa054efa0a9aa54efd827,achievement/DailyActivityHintCell.csd
achievement,DailyActivityHint.csd,activityAwardLabel_0,活动描述：,editor.achievement.4,/Panel/activityAwardLabel_0,699035b502e793f2f9c8b40e8fd471f4,achievement/DailyActivityHint.csd
achievement,DailyActivityHint.csd,activityAwardLabel,活动奖励：,editor.achievement.5,/Panel/activityAwardLabel,699035b502e793f2f9c8b40e8fd471f4,achievement/DailyActivityHint.csd
playerDetail,PopupPlayerDetail.csd,Text_PlayerLevel_Title,等级：,editor.playerDetail.1,/Panel_root/Text_PlayerLevel_Title,c7b7ca78b58fcdfc1c9e0f2a7cf268be,playerDetail/PopupPlayerDetail.csd
