﻿"﻿﻿文件夹",文件名,控件名,控件文本,Key,控件路径,md5,文件路径,无效,无引用
common,CommonShopItemCell.csd,Text_button_desc_3,可购买,,/Image_1/Text_button_desc_3,770061829030dd22648fba3de56a6ccf,common/CommonShopItemCell.csd,,
common,CommonShopItemCell2.csd,Text_button_desc_1,今日可买10次,,/Image_1/Text_button_desc_1,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd,1,
common,CommonShopItemCell2.csd,Text_button_desc_2,今日可买10次,,/Image_1/Text_button_desc_2,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd,1,
common,CommonShopItemCell2.csd,Text_button_desc_3,今日可买10次,,/Image_1/Text_button_desc_3,6624d02be0684c7dcec2a75f585eaa7f,common/CommonShopItemCell2.csd,1,
common,CommonTabGroupHorizon6.csd,Text_desc,页签,,/Panel_tab/Text_desc,ee0a13b8f0de7093b3dfdc7bd693ce8c,common/CommonTabGroupHorizon6.csd,1,
common,UserDetailHeroNode.csd,_textYuanFenDes1,攻击上册,,/Panel1/PanelAttr/nodeKama/Panel_1/_textYuanFenDes1,7bb27c691416b65150dce92f413596c6,common/UserDetailHeroNode.csd,1,
common,UserDetailHeroNode.csd,_textYuanFenDes7,瞎子摸象,,/Panel1/PanelAttr/nodeKama/Panel_7/_textYuanFenDes7,7bb27c691416b65150dce92f413596c6,common/UserDetailHeroNode.csd,1,
common,UserDetailHeroNode.csd,_textYuanFenDes8,瞎子摸象,,/Panel1/PanelAttr/nodeKama/Panel_8/_textYuanFenDes8,7bb27c691416b65150dce92f413596c6,common/UserDetailHeroNode.csd,1,
common,UserDetailHeroNode.csd,_textJiBanDes1,界,,/Panel1/_nodeYoke/Panel_6_1/_textJiBanDes1,7bb27c691416b65150dce92f413596c6,common/UserDetailHeroNode.csd,1,
customactivity,CustomActivityHorseConquerView.csd,_textOwnFrag1,已拥有碎片：,,/ResourceNode/_textOwnFrag1,d56abc630b9b48835ec3255922b7e9a7,customactivity/CustomActivityHorseConquerView.csd,,
customactivity,CustomActivityPetView.csd,_textOwnFrag1,已拥有碎片：,,/ResourceNode/Image_27/_textOwnFrag1,1dec347dfc0e040ed5e8ead440f929f5,customactivity/CustomActivityPetView.csd,,
day7activity,PopupDay7Activity.csd,_textTime,结束时间:,,/_resourceNode1/_textTime,4a3fde563e93cda27231205fa6bb3cad,day7activity/PopupDay7Activity.csd,1,
guildCrossWar,GuildCrossWarGuildRank.csd,Text_desc,积分,editor.guildAnswer.9,/_resource/Text_desc,2c380d41c5a48ac62864165ba7a029b0,guildCrossWar/GuildCrossWarGuildRank.csd,,
guildCrossWar,GuildCrossWarGuildRank.csd,Text_desc_0,军团,editor.guildAnswer.8,/_resource/Text_desc_0,2c380d41c5a48ac62864165ba7a029b0,guildCrossWar/GuildCrossWarGuildRank.csd,,
historyhero,HistoricalItemCell.csd,_desc1,装备装备装备装备装备装备装备,,/_resourceNode/_item1/_desc1,7f7edc5966ab187bcd45c846ae56508c,historyhero/HistoricalItemCell.csd,1,
historyhero,HistoricalItemCell.csd,_equipedName1,护佑xxx中,,/_resourceNode/_item1/_equipedName1,7f7edc5966ab187bcd45c846ae56508c,historyhero/HistoricalItemCell.csd,1,
historyhero,HistoricalItemCell.csd,_desc2,装备装备装备装备装备装备装备,,/_resourceNode/_item2/_desc2,7f7edc5966ab187bcd45c846ae56508c,historyhero/HistoricalItemCell.csd,1,
historyhero,HistoricalItemCell.csd,_equipedName2,护佑xxx中,,/_resourceNode/_item2/_equipedName2,7f7edc5966ab187bcd45c846ae56508c,historyhero/HistoricalItemCell.csd,1,
historyhero,HistoryHeroAvatarItemCell.csd,_textAdd,点击上阵,,/_resourceNode/_imageAdd/_textBg/_textAdd,af13abde0ae7eccbc232b2eafd0bcade,historyhero/HistoryHeroAvatarItemCell.csd,1,
historyhero,HistoryHeroPosItemCell.csd,_textUnlockLevel,85级,,/_resourceNode/_nodeLock/_textUnlockLevel,515c2acdae90c8f08ef407424c36180a,historyhero/HistoryHeroPosItemCell.csd,1,
historyhero,HistoryHeroTrainAwakeLayer.csd,_textSkillTitle,觉醒技能,,/_avalon/_fakeSkillNode/_textSkillTitle,e289168d00b8f3609f97902b7bfc757e,historyhero/HistoryHeroTrainAwakeLayer.csd,,
historyhero,PopupChooseHistoricalItemView.csd,_textTip,隐藏已装备名将,,/_textTip,f0900fab1154f88421e3a657d3fdab82,historyhero/PopupChooseHistoricalItemView.csd,,
historyherolist,HistoryHeroListCell.csd,_desc1,装备装备装备装备装备装备装备,,/_resourceNode/_item1/_desc1,53af1cf44c175c4a0c7f3d250a209574,historyherolist/HistoryHeroListCell.csd,1,
historyherolist,HistoryHeroListCell.csd,_desc2,装备装备装备装备装备装备装备,,/_resourceNode/_item2/_desc2,53af1cf44c175c4a0c7f3d250a209574,historyherolist/HistoryHeroListCell.csd,1,
instrument,InstrumentTrainLimitLayer.csd,_textNameMaxLevel,倚天剑,,/_panelDesign/NodeMid/_textNameMaxLevel,e43d310b34a1c9a4b74a13c0c70378de,instrument/InstrumentTrainLimitLayer.csd,1,
mineCraft,MineCraftView.csd,_textRichMine,富矿刷新倒计时,editor.mineCraft.5,/Image_8/_textRichMine,f76fdac0314b9eb963d96d1ea545c83d,mineCraft/MineCraftView.csd,,
mineCraft,MineCraftView.csd,_textPeaceMine,和平矿刷新倒计时,,/Image_8/_textPeaceMine,f76fdac0314b9eb963d96d1ea545c83d,mineCraft/MineCraftView.csd,1,
mineCraft,MineCraftView.csd,_textGrainCar,暗度陈仓活动倒计时,,/Image_8/_textGrainCar,f76fdac0314b9eb963d96d1ea545c83d,mineCraft/MineCraftView.csd,,
mineCraft,PopupMineUser.csd,_textPeace,不能攻击本军团的成员,editor.mineCraft.9,/Panel_1/_textPeace,19a9abd249f76f861dbf39de38c15349,mineCraft/PopupMineUser.csd,1,
mineCraft,PopupMineUser.csd,_textTip,（官衔差距过大，若胜利则不消耗兵力）,,/Panel_1/_textTip,19a9abd249f76f861dbf39de38c15349,mineCraft/PopupMineUser.csd,1,
seasonCompetitive,PopupHeroView.csd,_textGoldenCountDesc,已上阵金将数：,,/_panel_Center/_textGoldenCountDesc,d55a896e6bff82e4f0daeeba8c431eb7,seasonCompetitive/PopupHeroView.csd,,
seasonSilk,PopupSeasonSilk.csd,Text_12,推荐,,/Panel_Center/_buttonRecommand/Text_12,c70ac7e1bc126e8b3f954d6091a6e603,seasonSilk/PopupSeasonSilk.csd,,
team,TeamHeroNode.csd,_textYuanFenDes1,攻击上册,,/_panelDesign/_panelAttr/_panelKarma/Panel_1/_textYuanFenDes1,786b4ffe2602326fab4f5d6f7450923c,team/TeamHeroNode.csd,1,
team,TeamHeroNode.csd,_textYuanFenDes7,瞎子摸象,,/_panelDesign/_panelAttr/_panelKarma/Panel_7/_textYuanFenDes7,786b4ffe2602326fab4f5d6f7450923c,team/TeamHeroNode.csd,1,
team,TeamHeroNode.csd,_textYuanFenDes8,瞎子摸象,,/_panelDesign/_panelAttr/_panelKarma/Panel_8/_textYuanFenDes8,786b4ffe2602326fab4f5d6f7450923c,team/TeamHeroNode.csd,1,
team,TeamHeroNode.csd,_textJiBanDes1,孙子兵法,,/_panelDesign/_panelAttr/_nodePanelYoke/_panelYoke/Panel_6_1/_textJiBanDes1,786b4ffe2602326fab4f5d6f7450923c,team/TeamHeroNode.csd,1,
team,TeamHeroNode.csd,_textJiBanDes3,长江后浪,,/_panelDesign/_panelAttr/_nodePanelYoke/_panelYoke/Panel_6_3/_textJiBanDes3,786b4ffe2602326fab4f5d6f7450923c,team/TeamHeroNode.csd,1,
team,TeamHeroNode.csd,_textJiBanDes5,传说,,/_panelDesign/_panelAttr/_nodePanelYoke/_panelYoke/Panel_6_5/_textJiBanDes5,786b4ffe2602326fab4f5d6f7450923c,team/TeamHeroNode.csd,1,
instrument,InstrumentTransformNode.csd,TextNum,选择武将数量：3,,/ImageNum/TextNum,fe282215a4c7a9d8949bd75aac5540b8,transform/instrument/InstrumentTransformNode.csd,1,
treasure,TreasureTransformNode.csd,TextNum,选择武将数量：3,,/ImageNum/TextNum,f5750d0b418bf5d21fb568552fa87c28,transform/treasure/TreasureTransformNode.csd,1,
