﻿文件夹,文件名,控件名,控件文本,Key,控件路径,md5,文件路径
historyhero,HistoricalItemCell.csd,_textDes2,"激活7条羁绊
激活合击大招",,/_resourceNode/_item2/_textDes2,8900c26a6614cd73297988b55b6fb117,historyhero/HistoricalItemCell.csd
guildAnswer,ExaminationOption.csd,_optionText,我的的方法发生,,/Node1/_optionText,da10a65b56679230f0826ef1bc9e9bb0,guildAnswer/ExaminationOption.csd
guildAnswer,AnswerClientNotStart.csd,_tip2,请各位主公准时前往！,,/Node_6/_tip2,d3a614f4079336c9bb86c24905855135,guildAnswer/AnswerClientNotStart.csd
guildAnswer,AnswerClientNotStart.csd,Text_11,月旦评时间,,/Node_6/Text_11,d3a614f4079336c9bb86c24905855135,guildAnswer/AnswerClientNotStart.csd
guildAnswer,AnswerClientNotStart.csd,CountDownText,距离本军团月旦评开启时间：,,/Node_6/CountDownText,d3a614f4079336c9bb86c24905855135,guildAnswer/AnswerClientNotStart.csd
guildAnswer,AnswerClientNotStart.csd,_timeDes1,上午,,/Node_6/node1/_timeDes1,d3a614f4079336c9bb86c24905855135,guildAnswer/AnswerClientNotStart.csd
guildAnswer,AnswerClientNotStart.csd,_timeDes2,中午,,/Node_6/node2/_timeDes2,d3a614f4079336c9bb86c24905855135,guildAnswer/AnswerClientNotStart.csd
guildAnswer,AnswerClientNotStart.csd,_timeDes3,晚上,,/Node_6/node3/_timeDes3,d3a614f4079336c9bb86c24905855135,guildAnswer/AnswerClientNotStart.csd
guildAnswer,AnswerClientEnd.csd,_textTimeDesc,军团答题开启倒计时：,editor.guildAnswer.1,/Node_5/_textTimeDesc,432fc70d465452adb6b3f591388c760f,guildAnswer/AnswerClientEnd.csd
guildAnswer,AnswerClientEnd.csd,_alreadyOpenDesc,今日军团答题已经开启了！请主公明日再来,editor.guildAnswer.2,/Node_5/_alreadyOpenDesc,432fc70d465452adb6b3f591388c760f,guildAnswer/AnswerClientEnd.csd
guildAnswer,AnswerClientEnd.csd,TextTalk,文武兼修，方成大事！,,/Node_5/Image_8/TextTalk,432fc70d465452adb6b3f591388c760f,guildAnswer/AnswerClientEnd.csd
guildAnswer,RankListViewCell.csd,_textName,安迪胡迪,,/_resourceNode/_textName,60d28bda5f41019a2bfdb84ebfcb0037,guildAnswer/RankListViewCell.csd
guildAnswer,AnswerClientStart.csd,_questionIndexText,第1题：,,/Node_5/_questionIndexText,918d5fe166dd2e6a3b3fa7d63f27d0e3,guildAnswer/AnswerClientStart.csd
guildAnswer,AnswerClientStart.csd,_questionContent,本军团gfgdgdgddgdgd,,/Node_5/_questionContent,918d5fe166dd2e6a3b3fa7d63f27d0e3,guildAnswer/AnswerClientStart.csd
guildAnswer,AnswerClientStart.csd,_awardTimeLabel,结算中,editor.guildAnswer.3,/Node_5/Image_281/_awardTimeLabel,918d5fe166dd2e6a3b3fa7d63f27d0e3,guildAnswer/AnswerClientStart.csd
guildAnswer,AnswerClientStart.csd,Text_4_0,秒,editor.guildAnswer.4,/Node_5/Image_281/_countDownParentNode/Text_4_0,918d5fe166dd2e6a3b3fa7d63f27d0e3,guildAnswer/AnswerClientStart.csd
guildAnswer,GuildAnswerView.csd,Text_45,积分越高，奖励越丰富！,editor.guildAnswer.5,/Panel_1/Text_45,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,_rankTitle,报名军团,editor.guildAnswer.6,/Panel_1/_rankTitle,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,titleCount,名次,editor.guildAnswer.7,/Panel_1/TopNode/_rankTopGuild/titleCount,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,titleName,军团,editor.guildAnswer.8,/Panel_1/TopNode/_rankTopGuild/titleName,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,titleChapter,积分,editor.guildAnswer.9,/Panel_1/TopNode/_rankTopGuild/titleChapter,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,titleCount,名次,editor.guildAnswer.7,/Panel_1/TopNode/_rankTopPerson/titleCount,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,titleName,成员,editor.guildAnswer.10,/Panel_1/TopNode/_rankTopPerson/titleName,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
guildAnswer,GuildAnswerView.csd,titleChapter,积分,editor.guildAnswer.9,/Panel_1/TopNode/_rankTopPerson/titleChapter,7a21fde3c3b1c16960d2f73d2baabac8,guildAnswer/GuildAnswerView.csd
carnivalActivity,PopupCarnivalActivity.csd,_countdownText,活动开始时间,,/_resourceNode1/_countdownText,f143fe727864757de3f8f7846cefd386,carnivalActivity/PopupCarnivalActivity.csd
carnivalActivity,CarnivalActivityTab.csd,Text_desc,登陆豪礼,,/ScrollViewTab/CommonTabGroup/Panel_tab/Text_desc,f158ae9a81c4bbd2bdbf58ab14807cd2,carnivalActivity/CarnivalActivityTab.csd
carnivalActivity,CarnivalActivitySingleRechargeItemCell.csd,_textTaskDes,活动期间累计充值,,/_resourceNode/_textTaskDes,1d75b82c96e0a88cf6308b553f83915f,carnivalActivity/CarnivalActivitySingleRechargeItemCell.csd
carnivalActivity,CarnivalActivityIntroTitleNode.csd,Text,宗清一下,,/_resourceNode/Text,4c6856eccdbfdb97f4d8de70b8b0e3f4,carnivalActivity/CarnivalActivityIntroTitleNode.csd
carnivalActivity,CarnivalActivityRechargeTaskItemCell.csd,_textTaskDes,活动期间累计充值,,/_resourceNode/_textTaskDes,43c4c9bae77dca724931dbb51dfcddd0,carnivalActivity/CarnivalActivityRechargeTaskItemCell.csd
carnivalActivity,CarnivalActivityIntroLayer.csd,_countdownText,活动开始时间:,editor.carnivalActivity.1,/ResourceNode/_otherClient/_countdownText,496d6bfbca30c113eddfdb568876f792,carnivalActivity/CarnivalActivityIntroLayer.csd
carnivalActivity,CarnivalActivityExchangeCell.csd,_textTaskDes,限时元宝兑换,,/_resourceNode/_textTaskDes,2e20973d3340d961deb7bf81f85097ac,carnivalActivity/CarnivalActivityExchangeCell.csd
carnivalActivity,CarnivalActivityExchangeCell.csd,_textDiscount,5.5折,,/_resourceNode/_imageDiscount/_textDiscount,2e20973d3340d961deb7bf81f85097ac,carnivalActivity/CarnivalActivityExchangeCell.csd
carnivalActivity,CarnivalActivityTaskCell.csd,_textTaskDes,活动期间累计充值,,/_resourceNode/_textTaskDes,439d094eda690c9f861c2ca4fe3f4920,carnivalActivity/CarnivalActivityTaskCell.csd
sell,SelectQualityNode.csd,_selectTitle,蓝色品质,,/node1/_selectTitle,b6018cfd3cc47c4a2b31e0001c998dc1,sell/SelectQualityNode.csd
sell,PopupSellFragment.csd,des2Title,出售获得：,editor.sell.1,/Panel_27/des2Title,af7e9694682270887cc6e28ec8b041ae,sell/PopupSellFragment.csd
sell,PopupSellFragment.csd,des1Title,已选数量：,editor.sell.2,/Panel_27/des1Title,af7e9694682270887cc6e28ec8b041ae,sell/PopupSellFragment.csd
sell,PopupSellFragmentCell.csd,des2Title1,出售获得：,editor.sell.1,/_resourceNode/_item1/_line21/des2Title1,5ea0983fc82ee88e208a318faa410ce0,sell/PopupSellFragmentCell.csd
sell,PopupSellFragmentCell.csd,des2Title2,出售获得：,editor.sell.1,/_resourceNode/_item2/_line22/des2Title2,5ea0983fc82ee88e208a318faa410ce0,sell/PopupSellFragmentCell.csd
fight,PopupStatisticsCell.csd,name,玩家名称真的长+3,,/_panelBase/_panel1/name,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel1/PanelFeature/FeatureBG1/TextFeature,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel1/PanelFeature/FeatureBG1/TextCount,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel1/PanelFeature/FeatureBG2/TextFeature,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel1/PanelFeature/FeatureBG2/TextCount,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel1/PanelFeature/FeatureBG3/TextFeature,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel1/PanelFeature/FeatureBG3/TextCount,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,name,玩家名称真的长+3,,/_panelBase/_panel2/name,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel2/PanelFeature/FeatureBG3/TextFeature,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel2/PanelFeature/FeatureBG3/TextCount,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel2/PanelFeature/FeatureBG2/TextFeature,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel2/PanelFeature/FeatureBG2/TextCount,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextFeature,晕眩,,/_panelBase/_panel2/PanelFeature/FeatureBG1/TextFeature,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,PopupStatisticsCell.csd,TextCount,人,,/_panelBase/_panel2/PanelFeature/FeatureBG1/TextCount,f6fe92260f2745c2d829a82aa01c88c5,fight/PopupStatisticsCell.csd
fight,FightUIOld.csd,_textRound,回合：1/10,,/_panelFight/_textRound,d34fd7ebe88fd583ff7ccc72d28831d3,fight/FightUIOld.csd
fight,FightUI.csd,Round,回合：,editor.fight.1,/_nodeRight/Round,4ec1ba7c63f58942d8386e4b4b626742,fight/FightUI.csd
seasonShop,SeasonShopView.csd,_textTitle,道  具,,/Node_Mid/_textTitle,dae4b7846bcf4c5b9c301adddaef6749,seasonShop/SeasonShopView.csd
friend,PopupFriendApply.csd,Text_6_0,玩家昵称,editor.friend.1,/_resourceNode/_imageRoot/Text_6_0,b4337422f31016baac0aea891945a17f,friend/PopupFriendApply.csd
friend,PopupFriendApply.csd,Text_6_1,等级,editor.friend.2,/_resourceNode/_imageRoot/Text_6_1,b4337422f31016baac0aea891945a17f,friend/PopupFriendApply.csd
friend,PopupFriendApply.csd,Text_6_2,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_2,b4337422f31016baac0aea891945a17f,friend/PopupFriendApply.csd
friend,PopupFriendApply.csd,Text_6_2_3,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2_3,b4337422f31016baac0aea891945a17f,friend/PopupFriendApply.csd
friend,FriendEnemyLogCell.csd,_timeStr,11月20日,,/_panel/_tiembg/_timeStr,5ac1d1db76a64baa41d696aed3da2dbb,friend/FriendEnemyLogCell.csd
friend,FriendList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,ac4942a033eea4e472e1c7ce2471c7fb,friend/FriendList.csd
friend,FriendList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,ac4942a033eea4e472e1c7ce2471c7fb,friend/FriendList.csd
friend,FriendList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,ac4942a033eea4e472e1c7ce2471c7fb,friend/FriendList.csd
friend,FriendBlackList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,ab05eca0f295066f188b550f813375dc,friend/FriendBlackList.csd
friend,FriendBlackList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,ab05eca0f295066f188b550f813375dc,friend/FriendBlackList.csd
friend,FriendBlackList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,ab05eca0f295066f188b550f813375dc,friend/FriendBlackList.csd
friend,FriendEnergyList.csd,Text_1,今日已领取次数：,editor.friend.5,/_resourceNode/Text_1,5840e13159faffa7e63dae3f9ce1c9c2,friend/FriendEnergyList.csd
friend,FriendEnergyList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,5840e13159faffa7e63dae3f9ce1c9c2,friend/FriendEnergyList.csd
friend,FriendEnergyList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,5840e13159faffa7e63dae3f9ce1c9c2,friend/FriendEnergyList.csd
friend,FriendEnergyList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,5840e13159faffa7e63dae3f9ce1c9c2,friend/FriendEnergyList.csd
friend,FriendApplyCell.csd,_guildName,巴啦啦啦小魔仙,,/_resourceNode/_guildName,52edd73b5ece2c8478784de924774b87,friend/FriendApplyCell.csd
friend,FriendApplyCell.csd,_stateText,离线1分钟,,/_resourceNode/_stateText,52edd73b5ece2c8478784de924774b87,friend/FriendApplyCell.csd
friend,FriendEnemyList.csd,Text_1,今日已复仇次数：,editor.friend.6,/_resourceNode/Text_1,d79d9f8007eb0060f6f377ccccadac94,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_0,名称,editor.friend.4,/_resourceNode/_imageRoot/Text_6_0,d79d9f8007eb0060f6f377ccccadac94,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_1,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_1,d79d9f8007eb0060f6f377ccccadac94,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_2,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2,d79d9f8007eb0060f6f377ccccadac94,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_2_0,矿区,editor.friend.7,/_resourceNode/_imageRoot/Text_6_2_0,d79d9f8007eb0060f6f377ccccadac94,friend/FriendEnemyList.csd
friend,FriendEnemyList.csd,Text_6_2_0_0,仇恨值,editor.friend.8,/_resourceNode/_imageRoot/Text_6_2_0_0,d79d9f8007eb0060f6f377ccccadac94,friend/FriendEnemyList.csd
friend,PopupFriendSuggest.csd,Text_6_0,玩家昵称,editor.friend.1,/_resourceNode/_imageRoot/Text_6_0,18d6f0a8fdf3ed0c14e236714c8065f7,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_1,等级,editor.friend.2,/_resourceNode/_imageRoot/Text_6_1,18d6f0a8fdf3ed0c14e236714c8065f7,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_2,战力,editor.friend.3,/_resourceNode/_imageRoot/Text_6_2,18d6f0a8fdf3ed0c14e236714c8065f7,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_2_3,军团,editor.guildAnswer.8,/_resourceNode/_imageRoot/Text_6_2_3,18d6f0a8fdf3ed0c14e236714c8065f7,friend/PopupFriendSuggest.csd
friend,PopupFriendSuggest.csd,Text_6_2_3_0,状态,editor.friend.9,/_resourceNode/_imageRoot/Text_6_2_3_0,18d6f0a8fdf3ed0c14e236714c8065f7,friend/PopupFriendSuggest.csd
friend,FriendListViewCell.csd,_stateText,在线,editor.friend.10,/_resourceNode/_stateText,3cebd5bf4612cc7319223e3c45a362b4,friend/FriendListViewCell.csd
friend,FriendListViewCell.csd,_powerNum,4755万,,/_resourceNode/_powerNum,3cebd5bf4612cc7319223e3c45a362b4,friend/FriendListViewCell.csd,,
friend,FriendListViewCell.csd,_guildName,军团名字,,/_resourceNode/_guildName,3cebd5bf4612cc7319223e3c45a362b4,friend/FriendListViewCell.csd
friend,FriendSuggestCell.csd,_guildName,巴啦啦啦小魔仙,,/_resourceNode/_guildName,243a0eb2a658c439930dc3f15fe9940f,friend/FriendSuggestCell.csd
friend,FriendSuggestCell.csd,_stateText,离线1分钟,,/_resourceNode/_stateText,243a0eb2a658c439930dc3f15fe9940f,friend/FriendSuggestCell.csd
friend,FriendEnemyListViewCell.csd,_stateText,在线,editor.friend.10,/_resourceNode/_stateText,70aa73ec7400945b5b1cfc28e89efe60,friend/FriendEnemyListViewCell.csd
friend,FriendEnemyListViewCell.csd,_powerNum,4755万,,/_resourceNode/_powerNum,70aa73ec7400945b5b1cfc28e89efe60,friend/FriendEnemyListViewCell.csd,,
friend,FriendEnemyListViewCell.csd,_guildName,军团名字,,/_resourceNode/_guildName,70aa73ec7400945b5b1cfc28e89efe60,friend/FriendEnemyListViewCell.csd
friend,FriendEnemyListViewCell.csd,_mineName,军团,editor.guildAnswer.8,/_resourceNode/_mineName,70aa73ec7400945b5b1cfc28e89efe60,friend/FriendEnemyListViewCell.csd
vip,PopupVipGiftPkg.csd,Text_1,适度游戏，理性消费,editor.vip.6,/Text_1,529f9ca6a822bdb77778727c9c0bb426,vip/PopupVipGiftPkg.csd,,
vip,VipRechargeCell.csd,Text_send_value,首充赠60元宝,,/ItemInfo/Text_send_value,297556ffce006b971ff5e6e7cbb213e5,vip/VipRechargeCell.csd
vip,VipRechargeCell.csd,Text_rmb,￥,editor.vip.2,/ItemInfo/Panel_bottom/Text_rmb,297556ffce006b971ff5e6e7cbb213e5,vip/VipRechargeCell.csd
vip,VipPrivilegeCell.csd,TextDot,●,editor.vip.3,/_resourceNode/TextDot,2f29b76b44e5137045cdbc731dc685d9,vip/VipPrivilegeCell.csd
vip,VipPrivilegeCell.csd,_textTitle,【体力丹】 ,,/_resourceNode/_textTitle,2f29b76b44e5137045cdbc731dc685d9,vip/VipPrivilegeCell.csd,,
vip,VipPrivilegeCell.csd,_textDesc,每天可重置主线6次,,/_resourceNode/_textDesc,2f29b76b44e5137045cdbc731dc685d9,vip/VipPrivilegeCell.csd
vip,PopupVip.csd,Text_1,适度娱乐，理性消费,editor.vip.4,/Panel_1/Text_1,3f9016c5b2e0fbb95baf6ee1e93ad27e,vip/PopupVip.csd
vip,PopupVip.csd,Text_level_full,您的名将等级已满,,/Panel_1/NodeInfo/Text_level_full,3f9016c5b2e0fbb95baf6ee1e93ad27e,vip/PopupVip.csd
vip,PopupVip.csd,Text_next_gold_value_1,再充值,,/Panel_1/NodeInfo/Node_level_not_full/Text_next_gold_value_1,3f9016c5b2e0fbb95baf6ee1e93ad27e,vip/PopupVip.csd,,
vip,PopupVip.csd,Text_next_gold_value_3,元宝即可升为,,/Panel_1/NodeInfo/Node_level_not_full/Text_next_gold_value_3,3f9016c5b2e0fbb95baf6ee1e93ad27e,vip/PopupVip.csd,,
vip,VipGiftPkgNode.csd,GiftPkgName,贵族七礼包,,/GiftPkgName,269074ac0ca735f865b4eb5e9f956486,vip/VipGiftPkgNode.csd,,
drawCard,DrawEffectLayer.csd,_textGetDetail,恭喜获得某某某 x2,,/_panelBase/Node_MiddleTop/_textGetDetail,d28938bfc284f79f1cf6d14051889558,drawCard/DrawEffectLayer.csd
drawCard,DrawCardCashCell.csd,TextCountDown,再抽10次必送橙将,,/TextCountDown,6ac498ca9190f7662d628cdc2fd5aeb9,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextNotice,(凌晨4点重置免费次数),editor.drawCard.1,/TextNotice,6ac498ca9190f7662d628cdc2fd5aeb9,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextGold,够吗100银两送一个武将,,/TextGold,6ac498ca9190f7662d628cdc2fd5aeb9,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextBanshuCount,今日剩余次数：10,,/TextBanshuCount,6ac498ca9190f7662d628cdc2fd5aeb9,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashCell.csd,TextFree,免 费,editor.drawCard.2,/BtnDraw/TextFree,6ac498ca9190f7662d628cdc2fd5aeb9,drawCard/DrawCardCashCell.csd
drawCard,DrawCardCashTenCell.csd,TextCountDown,两次十连必出橙将,,/TextCountDown,4b1c6964f3489112541123cfd82cd8f8,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardCashTenCell.csd,TextBanshuCount,今日剩余次数：10,,/TextBanshuCount,4b1c6964f3489112541123cfd82cd8f8,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardCashTenCell.csd,TextGold,够吗100银两送一个武将,,/TextGold,4b1c6964f3489112541123cfd82cd8f8,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardCashTenCell.csd,TextFree,免 费,editor.drawCard.2,/BtnDraw/TextFree,4b1c6964f3489112541123cfd82cd8f8,drawCard/DrawCardCashTenCell.csd
drawCard,DrawCardMoneyCell.csd,TextCountDown,00:05:30后免费,,/TextCountDown,5aca617ada744d9d7173329aa25325b2,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardMoneyCell.csd,TextBanshuCount,今日剩余次数：10,,/TextBanshuCount,5aca617ada744d9d7173329aa25325b2,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardMoneyCell.csd,TextGold,够吗100银两送一个武将,,/TextGold,5aca617ada744d9d7173329aa25325b2,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardMoneyCell.csd,TextFree,免 费,editor.drawCard.2,/BtnDraw/TextFree,5aca617ada744d9d7173329aa25325b2,drawCard/DrawCardMoneyCell.csd
drawCard,DrawCardView.csd,Text_Point,招募积分,editor.drawCard.3,/_panelDesign/Panel_Point/Text_Point,8111b5f7a25fbaa3a4510da41dd1f669,drawCard/DrawCardView.csd
drawCard,PopupDrawEffect.csd,_textGetDetail,恭喜获得某某某 x2,,/_panelBase/_textGetDetail,9bfc9e4c889bf0a2f69a5d1ff462955b,drawCard/PopupDrawEffect.csd
drawCard,DrawCardScoreIntroLayer.csd,TextInfo,"1.战将招募增加5点招募积分
2.名将招募增加10点招募积分
3.名将十连增加100点招募积分",editor.drawCard.4,/_panelBase/_panelDesign/ImageBG/TextInfo,b82b71780b023a885999975561c7417a,drawCard/DrawCardScoreIntroLayer.csd
auction,AuctionItemCell.csd,_textItemName,护心镜,,/_resourceNode/_textItemName,8fb437bbbe93c9520701cb7631274c42,auction/AuctionItemCell.csd
auction,AuctionItemCell.csd,_textTimeDesc,起拍,,/_resourceNode/_textTimeDesc,8fb437bbbe93c9520701cb7631274c42,auction/AuctionItemCell.csd
auction,PopupAuctionLog.csd,titleTime,成交时间,editor.auction.1,/_panelBase/_titleBG/titleTime,52357940cf829f82c761b5517d06be4b,auction/PopupAuctionLog.csd
auction,PopupAuctionLog.csd,titleName,拍卖品,editor.auction.2,/_panelBase/_titleBG/titleName,52357940cf829f82c761b5517d06be4b,auction/PopupAuctionLog.csd
auction,PopupAuctionLog.csd,titlePrice,成交价,editor.auction.3,/_panelBase/_titleBG/titlePrice,52357940cf829f82c761b5517d06be4b,auction/PopupAuctionLog.csd
auction,AuctionView.csd,Text_6_0,物品名称,editor.auction.4,/_panelBk/NodeMid/Image_title_bg1/Text_6_0,271a90b4fc81d96e893f9b700eea7194,auction/AuctionView.csd
auction,AuctionView.csd,Text_6_1,当前竞价,editor.auction.5,/_panelBk/NodeMid/Image_title_bg1/Text_6_1,271a90b4fc81d96e893f9b700eea7194,auction/AuctionView.csd
auction,AuctionView.csd,Text_6_2,一口价,editor.auction.6,/_panelBk/NodeMid/Image_title_bg1/Text_6_2,271a90b4fc81d96e893f9b700eea7194,auction/AuctionView.csd
auction,AuctionView.csd,Text_6_2_3,剩余时间,editor.auction.7,/_panelBk/NodeMid/Image_title_bg1/Text_6_2_3,271a90b4fc81d96e893f9b700eea7194,auction/AuctionView.csd
auction,AuctionView.csd,_textAuctionNoShare,未参与本次活动，不参与分红,,/_panelBk/NodeMid/_nodeInfo/_textAuctionNoShare,271a90b4fc81d96e893f9b700eea7194,auction/AuctionView.csd
auction,AuctionView.csd,_textAuctionShare,本次拍卖人均分红：,editor.auction.8,/_panelBk/NodeMid/_nodeInfo/_commonRes/_textAuctionShare,271a90b4fc81d96e893f9b700eea7194,auction/AuctionView.csd
auction,PopupAuctionLogCell.csd,_textTime,昨日 21:30,,/_resourceNode/_textTime,78298cd934d7f3bef6a680a0ab15067e,auction/PopupAuctionLogCell.csd
auction,PopupAuctionLogCell.csd,_textItemName,燃烧歌贼燃烧,,/_resourceNode/_textItemName,78298cd934d7f3bef6a680a0ab15067e,auction/PopupAuctionLogCell.csd
