﻿文件夹,文件名,控件名,控件文本,Key,控件路径,md5,文件路径,无效,无引用
playerDetail,PopupPlayerHonorTitleCell.csd,_titleDescTime,有效期77天,,/_resourceNode/_titleDescTime,ce43440684f86ddba419393d80941750,playerDetail/PopupPlayerHonorTitleCell.csd,1,
playerDetail,PopupPlayerDetail.csd,_titleTipText,未装备称号,,/Panel_root/_nodeTitle/_titleTipText,df8427240e5d8a952ec34ecb7233b345,playerDetail/PopupPlayerDetail.csd,,
playerDetail,PopupPlayerHonorTitle.csd,_titleName,称号,,/Panel_root/_titleBG/_titleName,162331f2be97e6ca2f22fed739cca2ff,playerDetail/PopupPlayerHonorTitle.csd,,
playerDetail,PopupPlayerHonorTitle.csd,_titleChapter,获取条件,,/Panel_root/_titleBG/_titleChapter,162331f2be97e6ca2f22fed739cca2ff,playerDetail/PopupPlayerHonorTitle.csd,,
playerDetail,PopupPlayerHonorTitle.csd,_titleChapter_0,有效期,,/Panel_root/_titleBG/_titleChapter_0,162331f2be97e6ca2f22fed739cca2ff,playerDetail/PopupPlayerHonorTitle.csd,,
singleRace,SingleRaceChampionPlayerNode.csd,TextEmpty,虚位以待,,/TextEmpty,bb9cbdbf64ee19ccfa48754f5362e1f2,singleRace/SingleRaceChampionPlayerNode.csd,,
singleRace,SingleRaceRightPlayerNode.csd,TextEmpty,虚位以待,,/TextEmpty,61abeeb2649602bdbd4f09335605d1c4,singleRace/SingleRaceRightPlayerNode.csd,,
singleRace,SingleRaceLeftPlayerNode.csd,TextEmpty,虚位以待,,/TextEmpty,138cc6f99351ec23aa31d38e6cf47c29,singleRace/SingleRaceLeftPlayerNode.csd,,
singleRace,SingleRaceBattlePlayerNode.csd,TextTip1,"您的对手没有决出胜负
请等待战斗结果",editor.campRace.8,/ImageBg1/TextTip1,25e9ae3cf03554f2a23d2dacaf164ce9,singleRace/SingleRaceBattlePlayerNode.csd,,
singleRace,SingleRaceBattlePlayerNode.csd,TextTip2,"您的对手没有决出胜负
请等待战斗结果",editor.campRace.8,/ImageBg2/TextTip2,25e9ae3cf03554f2a23d2dacaf164ce9,singleRace/SingleRaceBattlePlayerNode.csd,,
singleRace,SingleRaceBattleLayer.csd,_textWaitTip,"其他比赛还在进行中
请等待片刻",,/_textWaitTip,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,_textMoveTip,拖动武将即时调整站位,,/_panelDesign/_nodeMid/_textMoveTip,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,TextOpenTitle,"开战
倒计时",,/_panelDesign/_nodeMid/ImageOpenBG/TextOpenTitle,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,一,editor.teamSuggest.4,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos1/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,四,editor.teamSuggest.1,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos4/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,五,editor.teamSuggest.2,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos5/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,二,editor.teamSuggest.5,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos2/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,三,editor.teamSuggest.6,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos3/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,六,editor.teamSuggest.3,/_panelDesign/_nodeMid/_panelPlayer1/ImageKnightPos6/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,一,editor.teamSuggest.4,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos1/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,四,editor.teamSuggest.1,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos4/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,五,editor.teamSuggest.2,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos5/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,二,editor.teamSuggest.5,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos2/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,三,editor.teamSuggest.6,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos3/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceBattleLayer.csd,Text_5,六,editor.teamSuggest.3,/_panelDesign/_nodeMid/_panelPlayer2/ImageKnightPos6/Image_8/Text_5,a369fddf7ce3fac50c7fb43149942285,singleRace/SingleRaceBattleLayer.csd,,
singleRace,SingleRaceMapLayer.csd,Text_1,开启倒计时：,,/NodeMid/Text_1,6bffce6ecf1f193de126648ce7a4acf8,singleRace/SingleRaceMapLayer.csd,,
singleRace,SingleRaceMapLayer.csd,Text_3,本服参加的霸主名次越高，全服拍卖奖励越好,,/NodeMid/Image_1/Text_3,6bffce6ecf1f193de126648ce7a4acf8,singleRace/SingleRaceMapLayer.csd,,
guildCrossWar,PopupGuildCrossWarReportCell.csd,_textReportResult,防守战报,editor.mineCraft.10,/_resourceNode/BG/_textReportResult,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_group,军团：天下无双,,/_resourceNode/BG/_nodePlayer1/Text_group,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_power,战力：12450万,,/_resourceNode/BG/_nodePlayer1/Text_power,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_group,军团：天下无双,,/_resourceNode/BG/_nodePlayer2/Text_group,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_PlayerName,暗黑逗逼邱莹莹,,/_resourceNode/BG/_nodePlayer2/Text_PlayerName,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_power,战力：12450万,,/_resourceNode/BG/_nodePlayer2/Text_power,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_group,军团：天下无双,,/_resourceNode/BG/_nodePlayer3/Text_group,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_PlayerName,暗黑逗逼邱莹莹,,/_resourceNode/BG/_nodePlayer3/Text_PlayerName,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_power,战力：12450万,,/_resourceNode/BG/_nodePlayer3/Text_power,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_group,军团：天下无双,,/_resourceNode/BG/_nodePlayer4/Text_group,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_PlayerName,暗黑逗逼邱莹莹,,/_resourceNode/BG/_nodePlayer4/Text_PlayerName,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_power,战力：12450万,,/_resourceNode/BG/_nodePlayer4/Text_power,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_group,军团：天下无双,,/_resourceNode/BG/_nodePlayer5/Text_group,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_PlayerName,暗黑逗逼邱莹莹,,/_resourceNode/BG/_nodePlayer5/Text_PlayerName,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_power,战力：12450万,,/_resourceNode/BG/_nodePlayer5/Text_power,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_group,军团：天下无双,,/_resourceNode/BG/_nodePlayer6/Text_group,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_PlayerName,暗黑逗逼邱莹莹,,/_resourceNode/BG/_nodePlayer6/Text_PlayerName,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,Text_power,战力：12450万,,/_resourceNode/BG/_nodePlayer6/Text_power,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,PopupGuildCrossWarReportCell.csd,_textTimeLeft,1天前,,/_resourceNode/BG/Image_166/_textTimeLeft,04c1b03194f4002c7baf13fdf10dd8e5,guildCrossWar/PopupGuildCrossWarReportCell.csd,1,
guildCrossWar,GuildCrossWarRebornCDNode.csd,_textTime,复活倒计时：10s,,/Image_1/_textTime,f2b3536cd5a99b09c166da6af877215a,guildCrossWar/GuildCrossWarRebornCDNode.csd,1,
guildCrossWar,GuildCrossWarMonsterAvatar.csd,_avatarState,争夺中,,/Node_platform/_avatarState,ef3b85cd6599e19401fbeef569678e93,guildCrossWar/GuildCrossWarMonsterAvatar.csd,,
guildCrossWar,GuildCrossWarMonsterAvatar.csd,_avatarReborn,争夺中,,/Node_platform/_avatarReborn,ef3b85cd6599e19401fbeef569678e93,guildCrossWar/GuildCrossWarMonsterAvatar.csd,,
guildCrossWar,GuildCrossWarMonsterAvatar.csd,_avatarName,战神吕布,,/Node_platform/_nodeRole/_nodeAvatarInfo/_avatarName,ef3b85cd6599e19401fbeef569678e93,guildCrossWar/GuildCrossWarMonsterAvatar.csd,,
guildCrossWar,PopupGuildCrossWarSmallMap.csd,Text_1,点击方块区域可自动前往该位置,,/_panelBk/Text_1,6f3d61392cb296ce034dc92393b26be8,guildCrossWar/PopupGuildCrossWarSmallMap.csd,,
guildCrossWar,PopupGuildCrossWarSmallMap.csd,Text_mid,"皇
陵
•
中",,/_panelBk/Image_1/Text_mid,6f3d61392cb296ce034dc92393b26be8,guildCrossWar/PopupGuildCrossWarSmallMap.csd,,
guildCrossWar,PopupGuildCrossWarSmallMap.csd,Text_top,"皇
陵
•
上",,/_panelBk/Image_1_0_0/Text_top,6f3d61392cb296ce034dc92393b26be8,guildCrossWar/PopupGuildCrossWarSmallMap.csd,,
guildCrossWar,PopupGuildCrossWarSmallMap.csd,Text_bottom,"皇
陵
•
下",,/_panelBk/Image_1_0/Text_bottom,6f3d61392cb296ce034dc92393b26be8,guildCrossWar/PopupGuildCrossWarSmallMap.csd,,
guildCrossWar,GuildCrossWarAvatar.csd,_avatarGuild,你吃吃吃吃吃吃,,/Node_platform/node_role/_avatarGuild,ed484d915067cc14387f8d4420733176,guildCrossWar/GuildCrossWarAvatar.csd,1,
guildCrossWar,GuildCrossWarAvatar.csd,_avatarName,你吃吃吃吃吃吃,,/Node_platform/node_role/_avatarName,ed484d915067cc14387f8d4420733176,guildCrossWar/GuildCrossWarAvatar.csd,1,
qinTomb,QinTombAvatarName.csd,_avatarName,你吃吃吃吃吃吃,,/Node_platform/node_role/_avatarName,af43e418fec819ade213f40a1f8a9edf,qinTomb/QinTombAvatarName.csd,1,
qinTomb,QinTombAvatarName.csd,_avatarGuild,你吃吃吃吃吃吃,,/Node_platform/node_role/_avatarGuild,af43e418fec819ade213f40a1f8a9edf,qinTomb/QinTombAvatarName.csd,1,
qinTomb,PopupQinTombSmallMap.csd,Text_1,点击方块区域可自动前往该位置,,/_panelBk/Text_1,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,PopupQinTombSmallMap.csd,Text_mid,"春
秋
·
战
国",,/_panelBk/Image_1/Text_mid,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,PopupQinTombSmallMap.csd,Text_top_0_0_0,中,,/_panelBk/Image_1/Text_top_0_0_0,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,PopupQinTombSmallMap.csd,Text_top,"春

秋",,/_panelBk/Image_1_0_0/Text_top,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,PopupQinTombSmallMap.csd,Text_top_0,上,,/_panelBk/Image_1_0_0/Text_top_0,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,PopupQinTombSmallMap.csd,Text_bottom,"战

国",,/_panelBk/Image_1_0/Text_bottom,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,PopupQinTombSmallMap.csd,Text_top_0_0,下,,/_panelBk/Image_1_0/Text_top_0_0,959b581fab542e5a1f40d883dceb4a74,qinTomb/PopupQinTombSmallMap.csd,,
qinTomb,QinTombBattleResultNode1.csd,_heroName1,名侦探夏璐特,,/Node_1/_bkImage/_heroName1,b5b950d51a1d2d388338badb428a2739,qinTomb/QinTombBattleResultNode1.csd,1,
qinTomb,QinTombBattleResultNode2.csd,_heroName1,名侦探夏璐特,,/Node_1_0/_bkImage/_heroName1,112827bb3f30c6a99d0636b91df823f9,qinTomb/QinTombBattleResultNode2.csd,1,
exploreMap,ExploreMapView.csd,_openTipsOneKey,连续游历,,/Right/_checkBoxOneKey/_openTipsOneKey,bf2dd46642004f39d002ecb4e3b501dc,exploreMap/ExploreMapView.csd,1,
recovery,RebornHistoryHeroLayer.csd,_textTip,回收武将可获得大量将魂,,/Node_Mid/_textTip,a1d896d26362ab9c6722bd3815662428,recovery/RebornHistoryHeroLayer.csd,1,
recovery,RebornHistoryHeroNode.csd,TextName,名字,,/TextName,f8d92f8ca911b2c891129f7f7bfd98af,recovery/RebornHistoryHeroNode.csd,1,
svip,PopupSvipContact.csd,Text_8,专属VIP客服QQ公众号,,/Text_8,384ae408dea6f0200a813ddc0cfd5111,svip/PopupSvipContact.csd,,
groups,GroupsMainNode.csd,Text_4,本次登录不再提示所有组队邀请,,/_panelTouch/_panelRoot/_imageTips/Text_4,90c690bb1ba3783b3a15388250de13a1,groups/GroupsMainNode.csd,,
groups,GroupsListView.csd,_textEmpty,当前暂无队伍,,/_commonFullScreen/Image_1/_textEmpty,5e45847bd05db020d222bdf2cda48b9d,groups/GroupsListView.csd,,
groups,CommonGroupsMiniListCell.csd,_textState,正在跟战,,/_resourceNode/_textState,d1cad442ff4245db6a8980c41aa17779,groups/CommonGroupsMiniListCell.csd,,
groups,GroupHeroNode.csd,TextGuildName,军团名字,,/Panel/TextGuildName,794af786a72a1089103b70c2d75ccc62,groups/GroupHeroNode.csd,1,
groups,GroupHeroNode.csd,TextPlayerName,玩家名字玩家名,,/Panel/TextPlayerName,794af786a72a1089103b70c2d75ccc62,groups/GroupHeroNode.csd,1,
groups,GroupsFixViewCell.csd,_textState,皇陵中,editor.groups.8,/_resourceNode/_textState,95597558a4a02f2e52b04658ec178ed2,groups/GroupsFixViewCell.csd,1,
groups,GroupsView.csd,TextChat,聊天,editor.groups.14,/_panelDesign/_btnChat/TextChat,f543b8d47a3634a9e3a88c8ee918a18a,groups/GroupsView.csd,,
groups,GroupsInfoNode.csd,TextMoveTips,拖动队伍成员可进行换位,,/_panel/_imageTip/TextMoveTips,e3b46d4586ae11a55dc0c11502ea3fd0,groups/GroupsInfoNode.csd,,
system,PopupRealPhone.csd,_textTitle,主公，您今日已在线满3小时，请主公先绑定手机，再继续体验游戏哟！,,/_textTitle,440a7734ee4b73a7376e4ce726fbde1d,system/PopupRealPhone.csd,1,
system,PopupRealPhone.csd,_textPlayerName,请输入手机号,,/_panelInputName/_textPlayerName,440a7734ee4b73a7376e4ce726fbde1d,system/PopupRealPhone.csd,1,
system,PopupRealPhone.csd,_textId,请输入otp码,,/_panelInputId/_textId,440a7734ee4b73a7376e4ce726fbde1d,system/PopupRealPhone.csd,1,
system,PopupSystemButton.csd,Text,发送 OTP,,/Text,2336b3aead5bf1181b8886b73904b167,system/PopupSystemButton.csd,,
common,CommonAttrBook.csd,TextName,攻击：,,/TextName,1b028b25b9243e84a77abdc98de82cc5,common/CommonAttrBook.csd,,
common,PopupItemExchange.csd,_textResName,总价：,editor.common.4,/Panel_info/_textResName,4a2d1acf9de362e17249321b7eb15fdf,common/PopupItemExchange.csd,,
common,PopupChooseHistoryHeroCell.csd,_textDes1,"激活7条羁绊
激活合击大招",,/_resourceNode/_item1/_textDes1,7d263f7c7aa69aaeb85eff9d8982bc68,common/PopupChooseHistoryHeroCell.csd,1,
common,PopupChooseHistoryHeroCell.csd,_textDes2,"激活7条羁绊
激活合击大招",,/_resourceNode/_item2/_textDes2,7d263f7c7aa69aaeb85eff9d8982bc68,common/PopupChooseHistoryHeroCell.csd,1,
common,CommonAttrBookNode.csd,TextName,攻击：,,/TextName,1b028b25b9243e84a77abdc98de82cc5,common/CommonAttrBookNode.csd,1,
common,CommonTabIcon2.csd,Text_desc,"情
报",,/Text_desc,5fe29626aff39762035fd8266316e677,common/CommonTabIcon2.csd,1,
common,CommonCheckBoxHintToRight.csd,TextNoShow,自动同意申请,,/TextNoShow,e6d00683dcd47d22c1a19a158d96c334,common/CommonCheckBoxHintToRight.csd,,
common,CommonHistoryHeroName.csd,Text_1,秦始皇,,/Text_1,970a6cdbcef9996b71beb925c176d4db,common/CommonHistoryHeroName.csd,1,
seasonSport,PopupRecentReportView.csd,Text_10,玩家阵容,,/Panel_center/Panel_Title/Text_10,51ee6e8a6ea15cbc852f06d0c3d96561,seasonSport/PopupRecentReportView.csd,,
seasonSport,PopupRecentReportView.csd,Text_10_0,敌方阵容,editor.guildDungeon.11,/Panel_center/Panel_Title/Text_10_0,51ee6e8a6ea15cbc852f06d0c3d96561,seasonSport/PopupRecentReportView.csd,,
seasonSport,PopupOwnFightReportView.csd,Text_15_2,本赛季战斗场次：,,/Panel_center/Panel_bottom/Text_15_2,6a259293dfd4fb03f29d4ebfaa2a24d4,seasonSport/PopupOwnFightReportView.csd,,
seasonSport,PopupOwnFightReportView.csd,Text_15_2_0,本赛季胜率：,,/Panel_center/Panel_bottom/Text_15_2_0,6a259293dfd4fb03f29d4ebfaa2a24d4,seasonSport/PopupOwnFightReportView.csd,,
seasonSport,OwnFightReportCell.csd,_textOwnName,马冬梅,,/_resource/Panel_left/Image_9_0/_textOwnName,55f42f319fc0cfa2b9923c2d2811f45c,seasonSport/OwnFightReportCell.csd,1,
customactivity,CustomActivityBuyGoodsItemCell.csd,_textTaskDes,活动期间累计充值,,/_resourceNode/_textTaskDes,737ae1973fc5cd45986d4ca1f928f109,customactivity/CustomActivityBuyGoodsItemCell.csd,1,
customactivity,CustomActivityFundsView.csd,_textActivedDesc,"活动期间激活月基金
即可获得总额20倍返利",,/Panel_Content/Panel_Top/_textActivedDesc,b2a709c3cd6bfcfb3d614139cdf9f7dd,customactivity/CustomActivityFundsView.csd,1,
customactivity,CustomActivityFundsView.csd,_textActivedCountDown,激活倒计时：23天10小时45分,,/Panel_Content/Panel_Top/_textActivedCountDown,b2a709c3cd6bfcfb3d614139cdf9f7dd,customactivity/CustomActivityFundsView.csd,1,
customactivity,CustomActivityThreeKindomsView.csd,_textDetails,活动详情,,/Panel_Content/_textDetails,d24462039de62b74d8283a33da42a1f0,customactivity/CustomActivityThreeKindomsView.csd,,
customactivity,CustomActivityThreeKindomsItem.csd,_textDesc,已领取,,/_resource/_textDesc,a4b5247f49048d69c31fa77b4494f973,customactivity/CustomActivityThreeKindomsItem.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textDay1,"第
一
天",,/_resource/_item1/_textDay1,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textName1,凤凰,,/_resource/_item1/_textName1,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textDay2,"第
二
天",,/_resource/_item2/_textDay2,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textName2,沧海青龙,,/_resource/_item2/_textName2,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textDay3,"第
三
天",,/_resource/_item3/_textDay3,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textName3,沧海青龙,,/_resource/_item3/_textName3,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textDay4,"第
四
天",,/_resource/_item4/_textDay4,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textName4,裂天玄武,,/_resource/_item4/_textName4,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textDay5,"第
七
天",,/_resource/_item5/_textDay5,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
customactivity,CustomActivityWeekFundsCell.csd,_textName5,雷霆白虎,,/_resource/_item5/_textName5,1bf6cd38b516147e7b8e47a076fee00c,customactivity/CustomActivityWeekFundsCell.csd,1,
seasonCompetitive,PopupHeroView.csd,_textBanPickDesc,再次点击禁用武将可取消,,/_panel_Center/_textBanPickDesc,80a9613aca672527b43dd6a72611e025,seasonCompetitive/PopupHeroView.csd,,
